"Table 7.3. Current-Cost Depreciation of Government Fixed Assets"
"[Billions of dollars]" 
"Bureau of Economic Analysis" 
"Last Revised on: August 8, 2019"
"Line","","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"37","      Research and development","---","---","---","---",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.4,0.5,0.7,0.8,0.9,1.0,1.1,1.2,1.3,1.5,1.7,1.9,2.3,2.8,3.3,3.8,4.2,4.6,5.0,5.3,5.7,5.9,6.1,6.4,6.8,7.2,7.7,8.2,8.5,9.1,9.9,10.6,11.1,11.7,12.4,13.5,15.0,16.8,18.9,21.1,23.8,26.6,29.6,32.7,36.4,38.8,40.2,41.2,41.1,40.5,39.8,40.1,39.3,39.1,38.6,38.4,38.6,38.1,38.4,40.2,42.9,46.1,49.2,52.6,55.9,56.9,59.1,61.3,62.4,62.3,62.4,61.9,60.4,60.7,61.7
"38","  Nondefense",0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.7,0.7,0.8,0.9,0.9,0.9,0.9,1.0,1.1,1.2,1.3,1.4,1.6,1.8,2.1,2.5,2.9,3.5,4.1,4.7,5.5,6.3,7.1,7.8,8.7,10.0,11.4,12.4,13.7,15.3,17.3,19.8,22.6,25.0,26.4,28.2,29.7,31.0,32.4,34.5,36.8,39.0,41.6,43.4,45.7,47.7,50.3,51.9,53.9,55.7,58.8,62.4,64.6,66.4,68.8,71.7,75.3,79.2,82.5,87.6,90.2,94.3,98.6,102.0,105.3,109.3,111.7,114.2,118.6,124.1
"39","    Equipment",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.5,0.5,0.6,0.7,0.8,1.0,1.1,1.2,1.4,1.6,1.9,2.2,2.6,2.8,3.0,3.4,3.7,3.9,4.3,4.7,5.3,5.8,6.2,6.6,6.8,7.1,7.3,7.6,7.9,8.5,9.1,9.0,9.0,9.2,9.5,10.0,10.9,11.5,12.0,12.8,13.3,13.9,14.6,14.8,15.0,15.4,15.9,16.5,17.2
"40","    Structures",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.7,0.8,0.8,0.9,1.0,1.1,1.2,1.2,1.3,1.5,1.7,1.8,2.0,2.3,2.5,2.8,3.2,3.6,3.5,3.8,3.9,4.0,4.2,4.4,4.6,4.8,5.0,5.1,5.3,5.5,5.8,6.2,6.5,6.8,7.1,7.4,7.6,7.8,8.1,8.5,9.2,9.9,9.8,11.0,11.1,11.0,11.4,11.9,12.2,12.5,12.7,12.8,13.2,13.8
"41","      Office",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.4,0.3,0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.7,0.7,0.8,0.8,0.8,0.9,1.0,1.0,1.0,1.1,1.1,1.2,1.3,1.4,1.1,1.6,1.6,1.6,1.6,1.7,1.7,1.7,1.8,1.8,1.8,1.9
"42","      Commercial",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.2,0.6,0.6,0.5,0.6,0.6,0.6,0.6,0.7,0.7,0.7,0.8
"43","      Health care",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.7,0.7,0.7,0.8,0.8,0.8,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1,1.1,1.2,1.2,1.2,1.3
"44","      Educational",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.9,0.9
"45","      Public safety",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.6,0.6,0.7,0.7,0.7,0.8,0.8,0.9,1.0,1.0,1.0,1.1,1.1,1.2,1.3,1.3,1.3,1.3,1.2,1.2,1.2,1.2,1.3,1.3,1.4,1.4,1.4
"46","      Amusement and recreation",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6
"47","      Transportation",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5
"48","      Power","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.4,0.4
"49","      Highways and streets",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.6,0.6,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8
"50","      Conservation and development",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.7,0.8,0.9,1.0,1.0,1.1,1.3,1.4,1.5,1.6,1.6,1.6,1.6,1.7,1.7,1.8,1.9,1.9,1.9,2.0,2.0,2.1,2.3,2.4,2.4,2.5,2.5,2.6,2.6,2.7,2.8,3.0,3.2,3.3,3.5,3.6,3.7,3.8,4.0,4.1,4.1,4.2,4.1,4.3,4.5
"51","      Other structures 4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.7,0.7,0.7,0.7,0.8
"52","    Intellectual property products","---","---","---","---",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.5,0.6,0.7,0.8,1.0,1.2,1.5,1.9,2.4,2.9,3.4,4.1,4.8,5.4,6.0,6.7,7.7,8.7,9.6,10.5,11.7,13.1,15.1,17.1,18.9,20.1,21.5,22.5,23.3,24.2,25.8,27.4,29.0,30.9,32.2,33.8,35.3,37.4,38.5,39.8,41.1,43.2,46.0,48.0,49.6,51.5,53.6,56.0,58.4,61.2,64.5,66.3,69.9,73.2,75.6,78.4,81.9,83.6,85.4,88.9,93.1
"53","      Software","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.2,0.3,0.3,0.4,0.5,0.7,0.8,0.9,1.0,1.2,1.5,1.9,2.2,2.5,2.9,3.2,3.6,3.9,4.4,4.8,5.2,5.8,6.0,6.4,6.6,6.9,7.0,7.2,7.7,8.7,9.8,10.6,11.0,11.1,11.1,11.5,12.1,12.7,13.6,14.1,14.4,15.2,15.9,17.1,18.5,19.5,20.4,21.5,22.9
"54","      Research and development","---","---","---","---",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.2,1.5,1.9,2.4,2.8,3.3,3.9,4.6,5.2,5.7,6.3,7.2,8.1,8.8,9.6,10.6,11.9,13.6,15.2,16.7,17.6,18.6,19.3,19.7,20.3,21.5,22.7,23.7,25.1,26.2,27.5,28.7,30.5,31.5,32.5,33.4,34.6,36.2,37.4,38.6,40.4,42.5,44.5,46.3,48.4,50.9,52.2,55.5,58.1,59.7,61.3,63.3,64.1,65.0,67.4,70.1
"55","State and local",0.6,0.6,0.7,0.7,0.8,0.8,0.7,0.7,0.7,0.9,0.8,0.9,1.0,1.0,1.1,1.1,1.2,1.4,1.5,1.5,1.4,1.6,1.9,2.1,2.2,2.2,2.6,2.8,2.9,3.0,3.2,3.6,3.9,4.1,4.3,4.5,4.8,5.1,5.5,5.9,6.4,7.1,7.8,8.6,9.6,10.9,12.2,13.3,14.8,18.3,21.0,22.0,23.4,25.4,28.6,33.0,37.7,41.2,42.7,44.3,46.8,50.1,54.0,57.7,61.8,66.6,70.8,74.1,78.3,82.8,88.1,92.5,97.3,102.2,108.6,116.5,123.2,129.1,134.9,144.1,157.8,170.9,187.5,201.1,209.1,213.4,222.2,231.9,238.8,246.3,251.4,256.5,266.1,279.6
"56","  Equipment",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.6,0.6,0.7,0.7,0.7,0.8,0.9,0.9,1.0,1.1,1.2,1.3,1.5,1.7,1.8,2.0,2.2,2.4,2.6,3.1,3.8,4.2,4.6,5.0,5.6,6.4,7.2,7.8,8.4,9.0,9.9,11.0,12.2,13.3,14.8,16.4,17.9,19.1,20.1,21.4,22.7,23.8,24.6,25.5,26.9,28.7,29.9,30.9,31.9,33.0,33.9,34.4,35.6,37.4,38.9,39.4,39.6,40.3,40.5,41.1,41.4,41.7,42.5,43.9
"57","  Structures",0.5,0.5,0.6,0.6,0.6,0.6,0.6,0.5,0.6,0.7,0.7,0.8,0.8,0.8,0.9,0.9,1.0,1.2,1.3,1.2,1.2,1.3,1.6,1.8,1.8,1.8,2.2,2.3,2.4,2.4,2.5,2.9,3.2,3.3,3.5,3.6,3.8,4.0,4.3,4.6,5.0,5.5,5.9,6.6,7.4,8.4,9.4,10.3,11.5,14.3,16.2,16.7,17.6,18.9,21.3,24.6,28.2,30.7,31.3,31.9,33.0,34.9,37.1,39.1,40.8,43.2,44.8,46.1,48.3,50.9,54.2,57.2,60.5,63.7,67.7,72.6,77.1,81.4,85.6,92.8,104.5,115.9,129.8,140.0,145.5,148.6,156.2,164.3,169.8,175.6,179.5,183.3,190.4,200.7
"58","    Residential",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.5,0.5,0.6,0.7,0.8,0.8,0.9,0.9,0.9,1.0,1.1,1.1,1.2,1.3,1.3,1.4,1.4,1.5,1.6,1.7,1.8,1.9,2.0,2.1,2.3,2.4,2.6,2.8,3.1,3.3,3.4,3.4,3.3,3.3,3.4,3.4,3.6,3.9,4.0,4.2,4.4,4.6
"59","    Office",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.4,0.4,0.5,0.6,0.7,0.7,0.9,1.0,1.2,1.3,1.4,1.5,1.6,1.7,1.8,2.0,2.1,2.2,2.4,2.5,2.6,2.8,3.0,3.2,3.4,3.7,4.1,4.5,4.8,5.2,5.5,6.0,6.6,7.5,8.5,9.3,10.0,10.4,10.5,10.9,11.4,11.8,12.3,12.8,13.2,13.7,14.5
"60","    Commercial",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4
"61","    Health care",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.5,0.5,0.6,0.6,0.7,0.8,0.9,1.0,1.1,1.1,1.2,1.2,1.3,1.3,1.4,1.5,1.5,1.6,1.6,1.7,1.8,1.9,1.9,2.0,2.1,2.2,2.3,2.4,2.5,2.6,2.8,3.1,3.4,3.6,3.7,3.6,3.5,3.6,3.7,3.9,4.0,4.1,4.2,4.3,4.5
"62","    Educational",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.6,0.6,0.7,0.7,0.8,0.8,0.9,0.9,1.0,1.1,1.2,1.3,1.4,1.7,1.9,2.1,2.3,2.6,2.9,3.3,3.5,3.8,4.2,4.7,5.3,5.8,6.2,6.4,6.7,6.9,7.2,7.6,7.9,8.3,8.7,9.0,9.2,9.7,10.3,10.9,11.5,12.2,13.2,14.2,15.3,16.5,17.7,18.8,20.5,22.9,25.2,28.6,30.9,33.9,34.5,36.2,38.0,39.1,40.9,42.1,43.1,44.6,47.2
"63","    Public safety",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.6,0.6,0.7,0.8,0.9,1.0,1.0,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,2.0,2.0,2.1,2.3,2.5,2.8,2.9,3.0,2.9,2.9,2.9,3.0,3.2,3.4,3.5,3.7,3.9,4.1
"64","    Amusement and recreation",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.5,0.5,0.6,0.6,0.7,0.7,0.8,0.8,0.9,0.9,1.0,1.0,1.1,1.2,1.2,1.3,1.4,1.5,1.6,1.7,1.9,2.0,2.2,2.3,2.5,2.8,3.1,3.4,3.5,3.5,3.4,3.5,3.6,3.8,4.1,4.3,4.5,4.8,5.1
"65","    Transportation",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.4,0.4,0.6,0.6,0.6,0.6,0.7,0.7,0.9,1.1,1.3,1.3,1.3,1.3,1.4,1.6,1.7,1.9,2.1,2.3,2.4,2.5,2.6,2.8,3.1,3.5,3.7,4.0,4.4,4.6,5.0,5.4,6.1,6.8,7.7,8.7,9.6,9.9,10.3,11.0,11.8,12.3,12.7,13.0,13.4,14.0,15.0
"66","    Power",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.5,0.6,0.7,0.7,0.8,1.0,1.1,1.3,1.4,1.5,1.6,1.7,1.8,1.8,2.0,2.1,2.2,2.2,2.3,2.4,2.5,2.6,2.6,2.7,2.7,2.8,2.9,3.0,3.2,3.3,3.5,3.8,4.1,4.5,4.9,5.0,5.2,5.5,5.8,5.9,6.1,6.3,6.5,6.7,6.9
"67","    Highways and streets",0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.7,0.8,0.7,0.7,0.7,0.8,0.9,0.9,0.9,1.1,1.1,1.1,1.1,1.1,1.4,1.5,1.5,1.6,1.6,1.7,1.9,2.0,2.1,2.3,2.6,2.8,3.1,3.4,3.9,4.3,4.6,5.2,6.9,7.6,7.5,7.5,7.7,8.5,10.1,11.9,13.2,13.1,12.8,13.1,13.9,15.0,15.5,15.9,16.8,17.4,17.8,18.3,19.2,20.6,21.8,23.0,23.9,25.3,27.1,28.6,30.0,31.1,33.3,38.2,42.9,49.2,54.0,55.5,56.8,60.0,63.4,65.4,66.6,67.0,67.7,70.3,74.2
"68","    Sewer systems",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.6,0.7,0.7,0.9,1.0,1.1,1.3,1.5,1.7,1.9,2.1,2.2,2.3,2.5,2.6,2.7,2.8,3.0,3.1,3.3,3.4,3.5,3.8,4.0,4.2,4.3,4.5,4.6,4.9,5.1,5.4,5.6,5.8,6.2,6.9,7.5,8.2,8.6,8.8,9.2,9.8,10.2,10.5,10.9,11.3,11.6,12.0,12.5
"69","    Water systems",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.6,0.8,0.8,0.9,1.0,1.1,1.2,1.4,1.4,1.5,1.6,1.6,1.7,1.8,1.9,2.0,2.1,2.2,2.3,2.4,2.6,2.7,2.8,2.9,3.1,3.2,3.5,3.7,3.9,4.0,4.4,4.9,5.4,5.9,6.2,6.4,6.7,7.1,7.4,7.6,8.0,8.3,8.5,8.8,9.2
"70","    Conservation and development",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.7,0.7,0.7,0.7,0.8,0.8,0.9,0.9,0.9,1.0,1.0,1.1,1.1,1.3,1.4,1.4,1.6,1.6,1.7,1.8,1.9,1.9,2.0,2.0,2.0,2.1,2.2
"71","    Other structures 5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.4,0.4,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5
