"Table 3.4I. Current-Cost Depreciation of Private Intellectual Property Products by Industry"
"[Billions of dollars]" 
"Bureau of Economic Analysis" 
"Last Revised on: August 8, 2019"
"Line","","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"45","  Publishing industries (includes software)",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.5,0.5,0.6,0.6,0.6,0.7,0.8,0.9,1.1,1.2,1.3,1.5,1.7,1.9,2.2,2.4,2.7,3.0,3.5,4.1,4.7,5.3,5.7,6.1,6.5,7.1,7.6,8.5,9.6,11.4,13.5,15.3,17.5,20.9,23.9,26.3,28.7,32.7,35.6,37.5,39.7,42.9,45.4,47.7,51.9,55.3,55.8,58.4,62.0
"46","  Motion picture and sound recording industries",0.5,0.5,0.6,0.6,0.6,0.6,0.7,0.7,0.8,0.8,0.9,0.9,1.0,1.1,1.1,1.2,1.3,1.4,1.4,1.6,1.7,1.9,2.1,2.3,2.5,2.5,2.6,2.8,2.9,3.1,3.3,3.7,3.9,4.2,4.7,4.9,5.3,5.8,6.4,7.1,7.8,8.4,9.3,10.2,11.3,11.9,12.6,13.5,14.6,15.8,16.9,17.7,19.2,20.7,21.9,22.5,23.5,24.6,25.7,26.9,27.1,27.6,27.7,27.8,27.9,27.7,27.5,27.9,28.9,30.1,31.4,32.6
"47","  Broadcasting and telecommunications",0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.4,0.4,0.5,0.5,0.6,0.6,0.7,0.8,0.8,0.9,0.9,1.0,1.2,1.3,1.5,1.7,2.1,2.4,2.8,3.4,4.0,4.7,5.5,6.4,7.3,8.2,9.4,10.6,12.1,13.2,14.5,16.0,17.6,19.1,20.5,21.9,24.2,27.9,30.6,30.1,28.2,27.4,27.7,28.9,29.5,30.9,31.6,32.0,33.0,34.4,35.8,37.3,39.0,41.1,43.6,46.6
"48","  Information and data processing services",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.2,0.3,0.3,0.4,0.5,0.6,0.7,0.8,0.8,0.9,0.9,1.0,1.1,1.3,1.5,2.2,3.6,5.6,7.4,8.9,10.1,10.8,11.3,11.9,12.9,13.3,12.9,13.9,16.2,18.0,20.8,24.8,28.8,33.8,41.0,48.6
"49","Finance and insurance",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.4,0.5,0.7,0.9,1.1,1.3,1.4,1.7,1.9,2.2,2.5,3.0,3.6,4.2,4.8,5.6,6.6,7.8,9.3,11.0,11.7,12.8,13.5,13.9,13.8,13.8,14.8,17.9,21.9,24.7,26.8,28.8,31.1,33.4,35.2,37.2,39.9,42.0,42.7,44.1,46.9,50.5,53.5,57.4,63.0,68.4,74.3
"50","  Federal Reserve banks",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4
"51","  Credit intermediation and related activities",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.3,0.3,0.4,0.4,0.5,0.5,0.6,0.7,0.9,1.1,1.2,1.4,1.8,2.2,2.9,3.8,4.5,5.5,6.0,6.2,6.2,6.4,6.9,8.0,9.0,9.3,9.7,10.1,10.8,11.7,12.6,13.1,13.6,13.8,13.8,14.4,15.8,17.0,17.9,19.9,22.7,25.1,27.4
"52","  Securities, commodity contracts, and investments",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.4,0.4,0.4,0.5,0.7,0.9,1.2,1.5,1.9,2.2,2.7,3.2,3.6,4.0,4.2,3.5,3.0,2.7,2.5,2.2,2.1,2.3,2.9,3.8,4.5,4.7,4.8,5.0,5.3,5.8,6.9,7.9,8.8,9.7,10.1,10.2,10.2,10.7,11.3,12.2,13.5,15.0
"53","  Insurance carriers and related activities",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0,1.0,1.1,1.1,1.2,1.3,1.4,1.6,1.9,2.3,2.8,3.5,4.2,4.6,5.1,5.2,5.1,5.5,6.8,8.7,10.6,12.1,13.6,15.1,16.1,16.5,16.9,18.1,18.9,18.7,19.0,20.3,22.5,24.2,25.5,27.3,29.0,31.0
"54","  Funds, trusts, and other financial vehicles",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.4,0.4,0.4,0.4,0.4,0.5,0.5
"55","Real estate and rental and leasing",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.6,0.6,0.7,0.8,0.8,0.8,0.9,0.9,1.0,1.2,1.4,1.6,1.7,1.6,1.7,1.8,1.8,2.0,2.3,2.4,2.6,2.7,2.7,2.7,2.9,3.4,3.9,4.2,4.7,5.1,5.4
"56","  Real estate",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.6,0.7,0.9,1.0,1.1,0.9,1.1,1.2,1.3,1.4,1.5,1.6,1.9,2.0,2.1,2.1,2.1,2.6,3.0,3.3,3.6,4.0,4.3
"57","  Rental and leasing services and lessors of intangible assets 3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.5,0.6,0.7,0.7,0.6,0.6,0.6,0.6,0.7,0.8,0.8,0.7,0.6,0.6,0.7,0.8,0.9,1.0,1.1,1.1,1.2
"58","Professional, scientific, and technical services",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.5,0.6,0.7,0.8,0.8,0.9,1.0,1.1,1.2,1.4,1.7,2.1,2.6,3.2,4.0,4.7,5.5,6.3,7.4,8.8,10.2,11.6,13.1,14.1,15.3,16.3,17.8,19.0,21.4,24.3,28.8,34.7,38.3,40.4,43.2,46.2,50.3,54.8,59.0,63.3,65.7,68.0,70.4,72.7,74.8,76.5,78.5,80.2,84.2,89.6
"59","  Legal services",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.6,0.7,0.8,0.9,1.0,1.1,1.2,1.3,1.3,1.4,1.6,1.7,1.6,1.7,1.9,2.0,2.0,2.0,2.1,2.3
"60","  Computer systems design and related services",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.3,0.4,0.6,0.7,0.9,1.2,1.6,1.9,2.2,2.4,2.4,2.6,2.8,3.1,3.4,4.0,4.9,6.4,8.2,9.2,10.0,11.2,12.6,14.3,16.1,17.5,18.5,19.0,19.4,19.4,19.1,18.5,18.1,18.5,19.0,19.3,19.3
"61","  Miscellaneous professional, scientific, and technical services 4",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.5,0.6,0.7,0.7,0.8,0.9,1.0,1.1,1.2,1.3,1.6,2.0,2.4,3.0,3.6,4.2,4.7,5.4,6.2,7.2,8.3,9.4,10.5,11.4,12.4,13.2,14.4,15.3,17.0,19.0,21.9,25.8,28.4,29.6,31.1,32.6,34.8,37.5,40.2,43.4,45.0,46.9,49.4,51.8,54.4,56.4,58.1,59.2,62.8,68.0
"62","Management of companies and enterprises 5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.4,0.4,0.5,0.5,0.6,0.7,0.8,1.0,1.1,1.2,1.4,1.5,1.6,1.8,2.0,2.4,2.7,3.0,3.5,3.5,3.6,3.6,3.8,4.2,5.1,6.0,6.5,7.3,8.2,8.7,9.1,9.4,10.4,12.5,14.9,16.3,17.8,19.9,21.5,22.2,22.3,22.8,24.5,26.9
"63","Administrative and waste management services",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.2,0.3,0.5,0.6,0.8,1.0,1.2,1.3,1.4,1.5,1.4,1.4,1.5,1.5,1.6,1.7,2.2,3.2,4.5,5.6,6.5,7.2,8.1,8.9,9.7,10.2,10.5,11.2,12.1,13.1,14.4,16.0,17.7,19.1,20.5,21.4,21.9
"64","  Administrative and support services",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.2,0.3,0.5,0.6,0.8,1.0,1.2,1.3,1.4,1.4,1.3,1.3,1.3,1.3,1.4,1.5,1.9,2.9,4.2,5.3,6.2,7.0,7.8,8.6,9.4,9.9,10.3,11.0,11.8,12.9,14.1,15.7,17.4,18.7,20.2,21.0,21.4
"65","  Waste management and remediation services",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.5
"66","Educational services",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.6,0.8,0.9,1.0,1.1,1.2,1.3,1.5,1.8,2.0,2.3,2.5,2.8,3.2,3.5,3.8,4.1,4.4,5.0,5.6,6.2,6.9,7.7,8.4,9.0,9.7,10.4,11.0,11.7
"67","Health and social assistance",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.4,0.5,0.6,0.7,0.9,1.0,1.1,1.3,1.5,1.8,2.2,2.7,3.1,3.6,3.8,3.9,4.0,4.3,4.6,5.0,5.3,5.6,6.4,7.1,7.3,7.6,7.8,8.0,8.7,9.3,9.7,10.5,11.6,12.7,13.4,14.0,14.7,15.7,16.9
"68","  Ambulatory health care services",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.2,0.3,0.4,0.5,0.6,0.6,0.7,0.9,1.0,1.2,1.4,1.7,1.7,1.8,1.8,1.9,2.0,2.0,2.0,2.0,2.4,2.8,2.8,2.8,2.8,2.8,3.0,3.1,3.2,3.5,3.8,4.1,4.3,4.6,4.8,5.3,5.8
"69","  Hospitals",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.5,0.6,0.8,1.0,1.2,1.5,1.7,1.7,1.8,1.8,2.0,2.2,2.5,2.8,3.1,3.3,3.6,3.8,4.0,4.2,4.4,4.9,5.3,5.5,6.0,6.7,7.4,7.8,8.1,8.5,9.0,9.6
"70","  Nursing and residential care facilities",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.5,0.5,0.5,0.4,0.4,0.5,0.5,0.5,0.5,0.6,0.6,0.7,0.7,0.8,0.9,0.9
"71","  Social assistance",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.6,0.6,0.6,0.6,0.6
"72","Arts, entertainment, and recreation",0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.5,0.5,0.6,0.7,0.7,0.8,0.8,0.9,1.0,1.0,1.1,1.3,1.4,1.5,1.7,1.8,1.9,2.1,2.3,2.5,2.8,3.0,3.3,3.6,3.9,4.1,4.4,4.8,5.1,5.3,5.6,5.8,6.4,6.8,7.1,7.3,7.6,7.9,8.1,8.4,9.0,9.0,9.0,8.9,8.8,8.8,8.9,9.1,9.4,9.8,10.3,10.7
"73","  Performing arts, spectator sports, museums, and related activities",0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.5,0.5,0.6,0.7,0.7,0.8,0.8,0.9,1.0,1.0,1.1,1.3,1.4,1.5,1.6,1.7,1.9,2.0,2.3,2.5,2.7,3.0,3.3,3.6,3.9,4.1,4.3,4.7,5.0,5.3,5.5,5.7,6.2,6.6,6.8,7.0,7.3,7.6,7.8,8.0,8.6,8.6,8.6,8.5,8.4,8.3,8.4,8.5,8.8,9.1,9.5,9.8
"74","  Amusements, gambling, and recreation industries",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.6,0.6,0.7,0.8,0.9
"75","Accommodation and food services",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.4,0.4,0.5,0.5,0.5,0.6,0.8,0.9,0.9,0.9,0.8,0.9,0.9,1.0,1.1,1.2,1.3,1.4,1.3,1.3,1.5,1.7,1.9,2.0,2.0,2.1,2.4
"76","  Accommodation",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.6,0.7,0.8,0.8,0.8,0.8,0.9,0.9,1.0,1.1,1.2,1.2,1.4
"77","  Food services and drinking places",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.5,0.5,0.5,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.8,0.8,0.9,0.8,0.9,1.0
"78","Other services, except government",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.7,0.7,0.8,1.0,1.1,1.3,1.4,1.5,1.7,1.7,1.9,2.3,2.7,3.0,3.3,3.5,3.7,3.9,4.1,4.4,4.8,5.3,5.6,5.8,6.2,6.6,6.9,7.5,8.2,8.8,9.2,9.6
"Legend / Footnotes:"
"1. NAICS crop and animal production."
"2.Consists of scenic and sightseeing transportation; transportation support activities; and couriers and messengers."
"3. Intangible assets include patents, trademarks, and franchise agreements, but not copyrights."
"4. Consists of accounting, tax preparation, bookkeeping, and payroll services; architectural, engineering, and related services; specialized design services; management, scientific, and technical consulting services; scientific research and development services; advertising and related services; and other professional scientific, and technical services."
"5. Consists of bank and other holding companies."
"Note. Estimates in this table are based on the North American Industry Classification System (NAICS)."
