"Table 3.5. Taxes on Production and Imports"
"[Billions of dollars]" 
"Bureau of Economic Analysis" 
"Last Revised on: July 30, 2019"
"Line","","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"42","        Other7,9","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",6.7,7.2,7.2,7.4,7.8,8.8,9.8,9.8,10.3,11.2,12.5,13.4,13.6,14.5,13.2,10.9,8.9,6.8,4.6,4.1,3.8,3.6,5.8,5.3,5.3,5.3,5.3,5.7,6.2,6.6,7.1
"43","    Taxes on production, n.i.e10",0.6,0.6,0.6,0.6,0.5,0.5,0.5,0.7,0.8,0.7,0.8,0.8,0.8,0.9,1.0,1.0,1.1,1.2,1.3,1.5,1.7,1.9,2.0,2.3,2.5,2.6,2.8,3.2,3.2,2.1,1.4,1.5,1.6,1.6,1.7,1.8,1.9,2.2,2.4,2.4,2.5,2.6,3.1,3.6,3.9,3.8,4.0,4.4,4.8,5.5,6.2,6.8,6.8,7.0,8.4,10.1,11.8,13.6,15.1,"---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---"
"Legend / Footnotes:"
"1. Consists largely of taxes on telephone services, tires, coal, nuclear fuel, trucks, indoor tanning services, and of refunds other than those for alcoholic beverages and tobacco."
"2. Consists of the capital stock tax in 1933-45."
"3. Prior to 1931, included in line 43"
"4. Prior to 1959, local sales and excise taxes  cannot be separately identified and are included in line 35"
"5. Prior to 1958, included in line 43"
"6. Prior to 1959, included in line 43"
"7. Prior to 1988, included in line 43"
"8. Consists largely of state and local documentary and stamp taxes."
"9. Consists of local taxes that cannot be separately identified and state payroll taxes."
"10. Consists of state and local taxes on products and other taxes on production that cannot be separately identified prior to 1988."
"n.i.e. Not included elsewhere"
