"Table 2.4. Current-Cost Depreciation of Private Fixed Assets, Equipment, Structures, and Intellectual Property Products by Type"
"[Billions of dollars]" 
"Bureau of Economic Analysis" 
"Last Revised on: October 11, 2018"
"Line","","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"34","  Residential equipment",0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.6,0.7,0.7,0.8,0.9,1.0,1.2,1.4,1.6,1.7,1.9,2.2,2.5,2.8,3.1,3.3,3.5,3.7,3.9,4.3,4.5,4.8,5.0,5.1,5.2,5.4,5.6,5.7,5.8,5.9,6.0,6.0,6.2,6.4,6.6,6.7,6.8,7.3,7.8,8.1,8.3,8.3,7.9,8.0,8.5,8.6,8.5,8.6,8.7,8.9
"35","Structures",3.8,4.0,4.1,4.2,4.4,4.3,4.0,3.4,3.3,3.5,3.5,3.6,4.0,4.1,4.1,4.2,4.6,5.0,5.4,5.7,6.0,6.7,8.3,9.5,9.8,10.3,11.6,12.4,13.0,13.4,14.3,15.7,16.7,17.1,17.8,18.6,19.1,19.9,20.6,21.7,23.2,25.0,26.8,29.2,32.4,35.2,39.0,43.4,49.9,58.3,66.6,72.5,82.4,95.2,110.6,125.7,143.7,157.3,160.0,167.5,177.8,189.0,199.1,213.5,226.9,238.0,246.3,251.0,264.2,278.7,295.0,308.6,326.3,348.2,369.7,396.8,430.5,457.9,490.9,541.6,613.7,683.7,719.0,737.3,715.6,707.7,719.1,741.3,773.1,829.9,859.1,879.3,917.9
"36","  Nonresidential structures",2.3,2.4,2.4,2.5,2.6,2.5,2.3,2.0,2.0,2.0,2.1,2.1,2.4,2.4,2.3,2.4,2.6,2.9,3.1,3.1,3.2,3.7,4.5,5.2,5.2,5.4,6.2,6.5,6.9,7.0,7.4,8.3,9.0,9.1,9.4,9.7,9.9,10.2,10.5,11.0,11.7,12.6,13.4,14.6,16.0,17.6,19.4,21.4,24.6,29.2,33.8,36.3,40.5,45.9,53.0,60.0,71.8,81.2,81.2,84.0,88.7,92.0,93.3,100.0,105.9,111.6,115.9,116.5,120.9,126.3,133.4,138.8,147.4,157.7,164.3,173.8,188.4,200.9,210.7,229.1,262.7,299.4,321.9,346.4,342.5,340.4,354.1,374.1,383.9,412.4,426.0,425.1,436.2
"37","    Commercial and health care",0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.6,0.8,0.9,0.9,0.9,1.0,1.1,1.1,1.1,1.2,1.3,1.4,1.5,1.5,1.6,1.7,1.8,1.9,2.1,2.3,2.5,2.7,3.0,3.4,3.8,4.4,5.0,5.7,6.7,7.7,8.2,9.0,10.2,11.8,13.8,15.8,17.6,19.1,20.9,22.9,25.2,27.5,29.9,32.4,34.7,36.2,37.2,39.1,41.3,43.8,45.8,48.5,52.2,56.1,60.2,64.2,67.4,70.4,75.9,84.2,92.7,99.8,105.7,108.0,104.6,106.4,109.0,111.1,114.1,116.6,119.2,123.1
"38","      Office 1",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.7,0.7,0.8,0.9,1.0,1.1,1.2,1.4,1.6,1.8,2.1,2.4,2.7,2.9,3.1,3.5,4.1,4.8,5.5,6.3,7.0,7.8,8.7,9.7,10.7,11.6,12.6,13.5,14.1,14.4,15.1,15.9,16.8,17.5,18.6,20.2,21.9,23.6,25.2,26.3,27.4,29.3,32.5,36.0,38.7,40.9,42.3,41.0,41.5,42.3,42.7,43.7,44.9,46.0,47.5
"39","      Health care",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.5,0.5,0.6,0.7,0.9,1.0,1.2,1.3,1.5,1.6,1.8,2.1,2.5,2.8,3.1,3.4,3.8,4.1,4.5,4.8,5.2,5.6,6.0,6.3,6.5,6.9,7.3,7.8,8.2,8.6,9.1,9.7,10.4,11.1,11.5,12.2,13.2,14.7,16.3,17.5,18.4,18.1,17.6,18.0,18.5,19.2,20.1,20.5,20.9,21.5
"40","        Hospitals and special care",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.5,0.5,0.6,0.7,0.9,1.0,1.1,1.2,1.4,1.6,1.9,2.1,2.4,2.6,2.8,3.1,3.3,3.5,3.8,4.1,4.4,4.6,4.8,5.1,5.4,5.8,6.1,6.4,6.8,7.3,7.7,8.3,8.6,9.1,9.8,10.8,12.0,12.9,13.6,13.3,13.0,13.4,13.8,14.3,15.0,15.3,15.6,16.0
"41","          Hospitals",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.4,0.4,0.5,0.6,0.7,0.8,0.9,1.0,1.1,1.3,1.5,1.7,1.9,2.1,2.3,2.5,2.7,2.8,3.1,3.3,3.5,3.7,3.8,4.1,4.4,4.7,4.9,5.1,5.4,5.8,6.1,6.5,6.8,7.2,7.8,8.6,9.6,10.4,10.9,10.8,10.6,10.9,11.3,11.7,12.2,12.5,12.7,13.1
"42","          Special care",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.4,0.4,0.5,0.5,0.6,0.6,0.6,0.7,0.7,0.8,0.8,0.9,0.9,1.0,1.1,1.1,1.2,1.3,1.4,1.5,1.6,1.8,1.8,1.9,2.0,2.2,2.4,2.6,2.6,2.5,2.4,2.5,2.5,2.6,2.7,2.8,2.8,2.9
"43","        Medical buildings",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.5,0.6,0.7,0.8,0.8,0.9,1.0,1.2,1.3,1.4,1.5,1.6,1.7,1.7,1.8,1.9,2.0,2.1,2.2,2.3,2.5,2.7,2.8,2.9,3.1,3.4,3.8,4.3,4.6,4.8,4.7,4.6,4.6,4.7,4.9,5.1,5.2,5.4,5.5
"44","      Multimerchandise shopping",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.6,0.7,0.8,0.9,1.0,1.2,1.3,1.4,1.6,1.8,2.1,2.4,2.7,3.0,3.2,3.4,3.7,4.1,4.4,4.8,5.2,5.6,5.8,6.0,6.3,6.6,7.0,7.3,7.6,8.1,8.5,9.0,9.5,10.0,10.4,11.2,12.5,13.8,15.1,16.3,16.8,16.3,16.6,17.1,17.6,18.0,18.4,18.7,19.4
"45","      Food and beverage establishments",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.5,0.5,0.6,0.7,0.8,0.9,1.0,1.1,1.3,1.5,1.6,1.7,1.9,2.0,2.2,2.4,2.6,2.8,3.0,3.2,3.2,3.4,3.6,3.8,4.0,4.1,4.5,4.7,5.0,5.3,5.5,5.7,6.2,6.8,7.3,7.8,8.1,8.3,7.9,8.1,8.3,8.4,8.6,8.7,8.8,9.1
"46","      Warehouses",0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.5,0.6,0.6,0.7,0.8,0.9,1.0,1.1,1.3,1.3,1.4,1.5,1.7,1.8,2.0,2.1,2.3,2.4,2.5,2.6,2.7,2.9,3.2,3.4,3.8,4.1,4.5,4.9,5.3,5.6,6.1,6.7,7.3,7.9,8.5,8.8,8.5,8.7,8.9,9.1,9.4,9.7,10.1,10.7
"47","      Other commercial 2",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.6,0.6,0.7,0.9,1.0,1.1,1.2,1.3,1.5,1.8,2.0,2.3,2.4,2.6,2.8,3.1,3.4,3.7,4.0,4.3,4.5,4.6,4.8,5.1,5.5,5.8,6.1,6.6,7.1,7.7,8.2,8.7,9.2,10.0,11.1,12.0,12.8,13.5,13.8,13.3,13.5,13.8,14.0,14.2,14.4,14.5,14.9
"48","    Manufacturing",0.4,0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.7,0.8,0.9,0.9,0.9,1.0,1.1,1.1,1.1,1.2,1.4,1.5,1.5,1.5,1.5,1.5,1.6,1.7,1.8,1.9,2.1,2.3,2.5,2.8,3.1,3.5,3.9,4.3,4.9,5.5,5.9,6.4,7.2,8.4,9.8,11.1,12.2,12.9,13.7,14.4,15.1,15.9,16.6,17.5,18.5,19.2,19.6,20.5,21.4,22.6,23.6,24.8,26.2,27.6,28.9,30.2,31.0,31.3,32.6,34.8,36.8,38.7,40.9,42.1,41.2,42.1,43.1,44.2,45.9,47.5,48.7,50.5
"49","    Power and communication",0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.6,0.7,0.8,0.9,1.0,1.1,1.2,1.3,1.3,1.5,1.7,1.7,1.8,1.9,1.9,2.0,2.0,2.1,2.2,2.3,2.5,2.7,2.9,3.3,3.6,4.0,4.4,5.4,6.2,6.8,7.6,8.3,9.4,10.5,11.6,12.4,12.8,13.1,13.5,13.8,14.3,15.3,16.3,17.0,17.4,17.9,18.6,19.5,20.5,21.2,21.9,22.4,22.9,24.2,25.4,26.5,27.6,30.2,33.2,36.4,38.7,42.5,43.2,46.3,50.3,53.1,54.7,56.6,58.6,59.8,63.1
"50","      Power",0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.5,0.6,0.6,0.7,0.8,0.9,1.0,1.0,1.1,1.2,1.3,1.4,1.5,1.5,1.5,1.6,1.6,1.6,1.7,1.8,1.9,2.1,2.2,2.5,2.8,3.0,3.4,4.0,4.8,5.3,5.8,6.3,7.1,7.9,8.8,9.4,9.8,10.1,10.3,10.5,10.8,11.6,12.2,12.7,12.9,13.3,13.8,14.5,15.0,15.4,15.8,16.2,16.5,17.4,18.1,18.8,19.5,21.5,23.8,25.4,26.9,30.2,30.8,32.9,35.7,38.5,39.9,41.8,43.7,44.7,47.4
"51","        Electric",0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.5,0.5,0.5,0.6,0.7,0.7,0.8,0.8,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.1,1.2,1.3,1.5,1.7,1.9,2.1,2.6,3.1,3.4,3.7,4.0,4.6,5.1,5.7,6.1,6.3,6.6,6.8,7.1,7.3,7.9,8.3,8.6,8.8,9.0,9.3,9.8,10.1,10.4,10.6,10.9,11.1,11.7,12.3,12.9,13.3,14.3,15.4,16.6,18.3,20.4,21.2,22.7,24.4,26.2,27.5,28.9,30.6,31.8,33.5
"52","        Other power",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.9,1.0,1.1,1.2,1.3,1.5,1.7,1.9,2.1,2.3,2.5,2.7,3.1,3.3,3.4,3.5,3.5,3.4,3.5,3.7,3.9,4.0,4.2,4.3,4.5,4.8,4.9,5.0,5.1,5.3,5.5,5.7,5.8,6.0,6.2,7.2,8.5,8.8,8.6,9.8,9.7,10.2,11.3,12.3,12.4,12.9,13.1,12.9,13.8
"53","      Communication",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.6,0.6,0.7,0.8,0.9,0.9,1.1,1.3,1.4,1.6,1.8,1.9,2.3,2.7,2.8,3.0,3.1,3.0,3.2,3.3,3.5,3.6,4.1,4.3,4.5,4.6,4.8,5.0,5.4,5.8,6.1,6.2,6.4,6.8,7.3,7.7,8.1,8.7,9.4,11.0,11.8,12.3,12.3,13.4,14.6,14.7,14.7,14.8,15.0,15.1,15.8
"54","    Mining exploration, shafts, and wells",0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.3,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.5,0.5,0.5,0.6,0.7,0.7,0.7,0.9,0.9,1.0,1.0,1.1,1.3,1.4,1.5,1.6,1.6,1.6,1.7,1.7,1.7,1.8,1.9,2.0,2.1,2.3,2.4,2.5,2.7,3.8,4.8,5.9,6.6,8.0,9.8,11.9,13.0,19.0,23.5,20.0,19.2,20.0,19.3,16.2,17.6,18.2,18.8,19.8,18.1,18.0,18.1,19.4,20.0,22.5,25.5,24.4,25.1,31.0,37.0,40.8,47.2,63.8,82.9,90.7,100.8,92.8,93.0,99.3,111.7,114.7,133.5,138.8,130.4,129.2
"55","      Petroleum and natural gas",0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.3,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.7,0.8,0.9,0.9,1.0,1.1,1.3,1.4,1.4,1.5,1.5,1.5,1.6,1.6,1.6,1.7,1.8,1.9,2.0,2.1,2.3,2.3,2.5,3.6,4.5,5.6,6.2,7.6,9.3,11.3,12.3,18.1,22.5,19.0,18.1,18.8,18.1,15.0,16.3,16.9,17.5,18.5,16.8,16.6,16.7,17.9,18.4,20.9,23.9,22.7,23.4,29.2,35.2,38.9,45.2,61.6,80.3,87.7,97.5,89.5,89.8,95.8,107.8,110.2,128.5,133.4,124.6,123.1
"56","      Mining",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0,1.1,1.1,1.2,1.2,1.2,1.3,1.3,1.3,1.3,1.4,1.4,1.5,1.5,1.6,1.6,1.6,1.7,1.7,1.8,1.9,2.0,2.3,2.7,3.0,3.3,3.3,3.3,3.5,3.9,4.4,5.0,5.4,5.8,6.0
"57","    Other structures",1.1,1.1,1.2,1.2,1.2,1.1,1.0,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.1,1.2,1.2,1.2,1.4,1.7,2.0,2.0,2.0,2.3,2.4,2.4,2.5,2.6,2.8,3.0,3.0,3.0,3.1,3.1,3.2,3.3,3.4,3.6,3.8,4.0,4.2,4.6,5.0,5.4,5.9,6.4,7.5,8.4,8.8,9.6,10.3,11.5,13.0,14.4,15.5,16.3,17.1,17.9,18.6,19.5,20.6,21.6,22.6,23.3,23.7,24.8,25.9,27.1,28.3,29.7,31.4,33.3,35.5,37.7,39.1,40.6,43.2,46.7,50.6,53.9,56.5,56.5,55.3,56.1,57.1,59.2,62.2,64.4,67.1,70.2
"58","      Religious",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.7,0.8,0.8,0.9,1.0,1.1,1.2,1.4,1.5,1.5,1.6,1.7,1.8,1.9,2.0,2.1,2.2,2.2,2.3,2.4,2.5,2.6,2.7,2.8,3.0,3.2,3.4,3.7,3.8,4.0,4.4,4.8,5.2,5.5,5.7,5.5,5.2,5.3,5.3,5.5,5.8,6.0,6.2,6.4
"59","      Educational and vocational",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.5,0.5,0.6,0.6,0.7,0.7,0.8,0.9,1.0,1.1,1.1,1.2,1.3,1.3,1.4,1.5,1.6,1.7,1.8,1.9,2.0,2.1,2.2,2.4,2.5,2.7,3.0,3.3,3.5,3.9,4.2,4.5,4.9,5.4,6.0,6.7,7.3,8.0,8.1,8.4,8.8,9.1,9.5,9.8,10.0,10.4
"60","      Lodging",0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.4,0.4,0.4,0.5,0.6,0.6,0.7,0.8,0.9,1.1,1.1,1.2,1.2,1.4,1.6,1.8,2.0,2.2,2.3,2.6,2.8,3.1,3.3,3.6,3.9,4.1,4.2,4.3,4.5,4.8,5.1,5.5,6.0,6.6,7.3,8.0,8.3,8.7,9.4,10.3,11.4,12.4,13.4,13.5,13.1,13.2,13.3,13.9,14.9,15.6,16.7,17.9
"61","      Amusement and recreation",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.5,0.5,0.6,0.6,0.7,0.7,0.8,0.9,1.0,1.1,1.2,1.3,1.4,1.6,1.8,2.0,2.2,2.3,2.4,2.6,2.8,3.0,3.3,3.5,3.7,3.9,4.0,4.2,4.5,4.8,5.0,5.3,5.6,6.0,6.4,6.8,7.0,7.3,7.8,8.5,9.2,9.7,10.0,9.7,9.2,9.2,9.3,9.7,10.2,10.6,11.1,11.8
"62","      Transportion",0.7,0.7,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.7,0.7,0.7,0.8,0.9,1.0,1.1,1.1,1.2,1.2,1.3,1.3,1.4,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.4,1.4,1.4,1.5,1.5,1.5,1.6,1.7,1.8,1.9,2.0,2.4,2.7,2.9,3.1,3.2,3.5,3.9,4.2,4.5,4.8,5.0,5.0,4.9,5.0,5.2,5.3,5.3,5.4,5.4,5.7,5.9,6.0,6.2,6.4,6.5,6.7,6.9,7.2,7.3,7.5,7.7,7.9,8.1,8.3,8.6,8.8,8.8,9.0,9.2,9.4,9.7,9.9,10.2,10.5
"63","        Air",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.7,0.7,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.8,0.9,0.9,1.0,1.0,1.1
"64","        Land 3",0.7,0.7,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.6,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.7,0.7,0.7,0.8,0.9,1.0,1.0,1.1,1.2,1.2,1.3,1.3,1.3,1.4,1.5,1.5,1.5,1.5,1.5,1.4,1.4,1.4,1.4,1.4,1.4,1.5,1.6,1.6,1.7,1.8,1.9,2.3,2.6,2.8,3.0,3.1,3.4,3.8,4.1,4.3,4.7,4.8,4.8,4.7,4.7,4.9,5.0,5.0,5.1,5.1,5.4,5.5,5.6,5.8,5.9,6.1,6.2,6.3,6.5,6.7,6.8,7.0,7.1,7.3,7.4,7.7,7.9,8.0,8.2,8.4,8.6,8.7,9.0,9.2,9.4
"65","      Farm",0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.7,0.7,0.8,0.8,0.9,1.0,1.1,1.2,1.3,1.5,1.7,1.8,2.0,2.2,2.5,2.9,3.2,3.4,3.5,3.7,3.8,3.9,4.0,4.1,4.2,4.3,4.3,4.3,4.4,4.5,4.6,4.7,4.8,5.0,5.2,5.4,5.7,5.8,5.9,6.3,6.8,7.3,7.6,7.8,7.5,7.1,7.1,7.2,7.6,8.1,8.4,8.8,9.2
"66","      Other 4",0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.6,0.7,0.8,0.8,0.9,0.9,1.0,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,1.9,2.1,2.2,2.2,2.3,2.5,2.6,2.7,2.7,2.9,3.1,3.3,3.6,3.7,3.7,3.7,3.8,3.9,3.9,4.0,4.0,4.0,4.0
"67","  Residential structures",1.5,1.6,1.6,1.7,1.8,1.8,1.7,1.3,1.3,1.4,1.4,1.5,1.7,1.7,1.7,1.8,2.0,2.2,2.3,2.5,2.7,3.0,3.8,4.3,4.5,4.8,5.4,5.8,6.1,6.4,6.9,7.4,7.7,8.0,8.4,8.9,9.3,9.7,10.1,10.7,11.5,12.5,13.4,14.6,16.4,17.6,19.6,21.9,25.2,29.1,32.9,36.3,41.9,49.3,57.6,65.7,71.9,76.1,78.8,83.6,89.1,97.0,105.8,113.5,121.0,126.5,130.4,134.6,143.3,152.5,161.6,169.8,178.9,190.5,205.4,223.0,242.1,257.0,280.2,312.5,351.0,384.3,397.1,390.9,373.1,367.3,365.0,367.2,389.2,417.5,433.2,454.1,481.7
"68","    Housing units",1.0,1.0,1.1,1.1,1.2,1.2,1.1,0.9,0.9,1.0,0.9,1.0,1.1,1.1,1.1,1.2,1.3,1.4,1.6,1.7,1.8,2.0,2.4,2.7,2.9,3.1,3.4,3.7,3.8,4.0,4.2,4.5,4.7,4.8,4.9,5.2,5.3,5.5,5.6,5.9,6.4,6.8,7.3,7.9,8.8,9.3,10.2,11.4,13.2,15.1,16.9,18.3,20.8,24.3,28.0,31.8,34.8,36.9,38.1,40.0,41.9,44.8,47.8,50.7,53.4,55.6,56.9,58.3,61.9,65.8,70.0,73.1,77.0,81.6,87.2,93.3,99.7,104.7,112.5,124.8,137.6,150.4,155.8,154.5,150.2,148.7,149.0,150.3,157.9,168.9,176.1,184.3,193.5
