"Table 1.12. National Income by Type of Income"
"[Billions of dollars]" 
"Bureau of Economic Analysis" 
"Last Revised on: February 28, 2019 - Next Release Date March 28, 2019"
"Line","","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"34","        Nonfarm",8.4,7.0,5.3,3.3,3.0,4.4,5.2,6.4,6.9,6.6,7.1,8.2,10.6,13.7,16.7,17.9,19.0,21.5,20.2,22.6,22.7,24.6,27.3,28.7,29.8,30.5,33.6,35.2,37.2,37.7,40.3,39.9,42.0,44.0,45.4,49.4,51.6,54.9,57.8,62.2,64.2,64.9,70.5,78.1,83.4,88.7,96.2,113.8,128.5,146.1,157.3,159.9,160.7,157.9,180.1,207.3,220.1,233.7,257.6,298.7,308.1,321.0,327.4,365.4,396.6,422.0,459.2,506.4,551.6,611.7,668.3,722.4,798.9,849.8,860.4,910.5,931.2,1016.6,953.8,920.7,910.5,1069.7,1164.4,1286.4,1315.3,1377.5,1365.5,1381.8,1462.0,1542.2
"35","            Proprietors' income (without IVA and CCAdj)",9.0,7.0,5.3,3.5,4.0,4.9,5.7,6.9,7.4,6.8,7.7,8.7,11.7,14.5,17.2,18.3,19.4,23.5,22.0,23.3,22.3,25.8,27.8,28.6,30.0,30.5,33.8,35.6,37.5,37.9,40.5,40.1,42.2,44.2,45.5,49.4,52.1,55.6,58.6,63.0,65.0,65.9,71.8,79.0,85.5,92.8,98.9,116.2,130.7,148.3,159.1,161.7,157.2,154.4,167.8,185.3,189.1,197.9,228.1,270.4,280.2,303.7,313.0,349.7,381.3,411.7,449.5,490.5,526.0,579.5,627.7,674.0,728.2,761.9,767.7,814.9,870.5,948.6,881.2,785.6,774.8,930.5,977.7,1125.4,1122.2,1172.0,1130.3,1132.6,1189.1,1204.9
"36","            Inventory valuation adjustment",0.1,0.8,0.6,0.3,-0.5,-0.1,-0.1,-0.1,0.0,0.2,-0.2,0.0,-0.6,-0.4,-0.2,-0.1,-0.1,-1.7,-1.5,-0.4,0.5,-1.1,-0.3,0.2,-0.2,0.0,-0.2,-0.5,-0.3,-0.1,0.0,0.0,0.0,0.0,0.0,-0.1,-0.2,-0.2,-0.2,-0.4,-0.5,-0.5,-0.6,-0.7,-1.9,-3.4,-1.1,-1.1,-1.1,-1.9,-2.6,-2.9,-1.3,-0.5,-0.5,-0.4,-0.2,0.0,-0.8,-1.2,-1.3,-1.1,-0.1,-0.5,-0.4,-0.7,-1.5,-0.4,1.0,1.3,-0.9,-1.7,1.0,0.8,-1.9,-4.5,-4.0,-3.6,-6.1,-5.5,0.6,-7.0,-9.7,-1.7,1.7,1.0,9.2,-0.2,-7.2,-7.1
"37","            Capital consumption adjustment",-0.8,-0.8,-0.7,-0.5,-0.4,-0.4,-0.4,-0.4,-0.5,-0.5,-0.4,-0.4,-0.5,-0.5,-0.4,-0.4,-0.3,-0.3,-0.3,-0.3,-0.1,-0.1,-0.2,-0.1,0.0,0.0,0.0,0.1,0.0,-0.1,-0.2,-0.2,-0.3,-0.1,0.0,0.0,-0.3,-0.5,-0.5,-0.4,-0.4,-0.5,-0.8,-0.2,-0.2,-0.7,-1.5,-1.4,-1.0,-0.4,0.8,1.1,4.7,4.0,12.8,22.4,31.2,35.8,30.3,29.5,29.2,18.4,14.5,16.2,15.7,11.0,11.1,16.4,24.6,30.9,41.5,50.1,69.7,87.1,94.6,100.2,64.7,71.5,78.6,140.6,135.1,146.3,196.4,162.8,191.3,204.6,225.9,249.4,280.1,344.5
"38","    Rental income of persons with CCAdj",6.1,5.4,4.4,3.6,2.9,2.5,2.6,2.7,3.0,3.5,3.7,3.8,4.4,5.5,6.0,6.3,6.6,6.9,6.9,7.5,7.8,8.8,9.7,10.8,12.0,13.1,13.4,13.7,14.1,14.8,15.6,16.5,17.2,18.0,18.7,18.8,19.3,19.9,20.3,20.1,20.3,20.7,21.8,22.7,23.1,23.2,22.3,20.3,15.9,16.5,16.1,19.0,23.8,23.8,24.4,24.7,26.2,18.3,16.6,22.5,21.5,28.2,38.6,60.6,90.1,113.7,124.9,142.5,147.1,165.2,178.5,183.5,202.4,211.1,231.5,248.9,232.0,202.3,184.4,256.7,327.3,394.2,478.6,518.0,557.0,608.4,651.8,694.8,730.2,760.0
"39","        Rental income of persons (without CCAdj)",6.2,5.5,4.5,3.6,2.9,2.6,2.6,2.7,3.1,3.6,3.8,4.0,4.6,5.6,6.3,6.6,6.9,7.3,7.4,8.0,8.3,9.3,10.3,11.4,12.6,13.7,14.0,14.3,14.7,15.4,16.2,17.0,17.7,18.6,19.2,19.3,19.9,20.5,21.0,20.9,21.3,21.7,23.0,24.1,24.8,25.2,24.7,23.0,19.1,20.4,20.7,24.3,29.7,30.1,30.8,31.1,32.8,25.2,23.9,30.0,29.3,36.0,46.4,68.4,98.3,122.2,133.7,151.5,156.3,174.7,188.5,194.2,213.9,222.8,244.0,262.8,247.7,219.4,201.6,272.9,341.9,408.2,492.6,532.1,572.5,625.7,669.6,713.4,750.1,781.7
"40","        Capital consumption adjustment",-0.1,-0.1,-0.1,0.0,0.0,0.0,0.0,-0.1,-0.1,-0.1,-0.1,-0.1,-0.2,-0.2,-0.2,-0.3,-0.3,-0.4,-0.5,-0.6,-0.5,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.5,-0.5,-0.5,-0.5,-0.5,-0.6,-0.7,-0.8,-1.0,-1.0,-1.2,-1.4,-1.7,-2.0,-2.4,-2.7,-3.2,-3.9,-4.6,-5.3,-5.9,-6.3,-6.3,-6.5,-6.6,-6.9,-7.3,-7.5,-7.8,-7.9,-7.8,-7.8,-8.2,-8.5,-8.8,-9.0,-9.2,-9.5,-10.0,-10.7,-11.5,-11.8,-12.6,-14.0,-15.7,-17.2,-17.2,-16.3,-14.6,-14.0,-14.0,-14.2,-15.5,-17.3,-17.8,-18.6,-19.9,-21.7
"41","    Corporate profits with IVA and CCAdj",10.8,7.5,3.0,-0.2,-0.2,2.5,4.0,6.2,7.1,5.0,6.6,9.9,15.7,20.8,24.9,25.0,20.5,18.2,24.2,31.4,29.1,36.1,41.2,39.7,40.3,39.5,50.2,49.6,49.1,43.9,55.5,54.7,55.9,64.0,70.5,77.7,89.3,96.1,93.9,101.7,98.4,86.2,100.6,117.2,133.4,125.7,138.9,174.3,205.8,238.6,249.0,223.6,247.5,229.9,279.8,337.9,354.5,324.4,366.0,414.5,414.3,417.7,452.6,477.2,524.6,624.8,706.2,789.5,869.7,808.5,834.9,786.6,758.7,911.7,1056.3,1289.3,1488.6,1646.3,1533.2,1285.8,1386.8,1728.7,1809.8,1997.4,2010.7,2118.8,2057.3,2035.0,2099.3,"---"
"42","        Corporate profits with IVA",11.4,7.8,3.0,-0.3,-0.3,2.6,4.1,6.4,7.6,5.6,7.1,10.4,16.3,21.3,25.1,24.5,19.8,20.3,26.7,34.4,31.9,38.8,44.2,42.3,42.2,40.5,49.7,49.9,49.7,44.8,55.7,53.7,54.2,59.2,64.5,71.0,81.9,88.3,86.1,94.3,90.8,79.7,94.7,109.3,126.6,123.3,144.2,182.1,212.8,246.7,261.0,240.6,252.0,224.8,256.4,294.3,289.7,273.3,314.6,366.2,373.1,391.2,434.2,459.7,501.9,589.3,667.0,741.8,811.0,743.8,761.9,729.8,697.1,797.4,955.7,1217.5,1629.2,1812.2,1708.3,1344.5,1470.1,1786.4,1750.2,2144.7,2165.9,2266.1,2187.0,2128.7,2136.4,"---"
"43","            Profits before tax (without IVA and CCAdj)",10.9,4.6,0.6,-1.3,1.8,3.2,4.4,7.1,7.6,4.6,7.8,10.6,18.8,22.5,25.8,24.8,20.4,25.6,32.6,36.5,30.0,43.8,45.4,41.3,43.1,40.8,51.4,52.6,51.2,45.0,56.0,53.9,53.9,59.2,64.4,71.4,83.1,90.4,87.6,97.9,96.7,86.3,99.3,115.9,146.1,161.5,154.8,196.2,228.5,270.4,301.1,282.8,276.6,232.3,263.9,298.2,289.6,266.2,330.8,388.4,389.4,404.1,429.3,462.6,505.9,601.7,685.3,738.7,796.9,728.1,765.9,746.6,689.0,788.5,970.1,1257.7,1665.2,1844.2,1751.9,1379.3,1467.5,1834.0,1818.2,2156.1,2151.5,2262.5,2134.2,2129.7,2181.9,"---"
"44","                Taxes on corporate income",1.4,0.8,0.5,0.4,0.5,0.7,1.0,1.4,1.5,1.0,1.4,2.8,7.6,11.4,14.1,12.9,10.7,9.1,11.2,12.3,10.0,17.7,22.3,19.1,19.9,17.3,21.8,21.6,20.9,18.4,22.8,21.9,22.2,23.3,25.5,26.6,29.8,32.2,31.0,37.2,37.0,31.3,34.8,39.1,45.6,47.2,46.3,59.4,68.5,77.9,80.7,75.5,70.3,51.3,66.4,81.5,81.6,91.9,112.7,124.3,124.4,121.8,117.8,131.9,155.0,172.7,194.4,211.4,224.8,221.8,227.4,233.4,170.1,160.6,213.7,278.5,379.8,430.4,392.1,256.1,204.2,272.5,281.1,334.9,362.8,407.4,397.2,392.9,350.7,"---"
"45","                Profits after tax (without IVA and CCAdj)",9.5,3.7,0.1,-1.7,1.3,2.5,3.4,5.7,6.1,3.6,6.3,7.8,11.2,11.1,11.8,11.8,9.7,16.5,21.4,24.2,20.0,26.1,23.1,22.2,23.2,23.4,29.7,31.0,30.3,26.6,33.1,32.0,31.7,35.9,38.9,44.9,53.3,58.2,56.6,60.7,59.7,55.0,64.5,76.8,100.5,114.3,108.5,136.8,160.0,192.6,220.4,207.3,206.3,181.0,197.5,216.8,208.0,174.3,218.1,264.1,265.0,282.2,311.5,330.6,350.9,429.0,490.8,527.4,572.1,506.3,538.5,513.2,518.9,627.9,756.4,979.2,1285.4,1413.7,1359.9,1123.2,1263.3,1561.5,1537.2,1821.2,1788.7,1855.2,1737.0,1736.9,1831.2,"---"
"46","                    Net dividends",5.8,5.5,4.1,2.5,2.0,2.6,2.8,4.5,4.7,3.2,3.8,4.0,4.4,4.3,4.4,4.6,4.6,5.6,6.4,7.2,7.4,9.0,8.8,8.9,9.2,9.6,10.7,11.7,12.3,12.1,13.5,14.3,14.6,15.8,17.1,19.8,21.5,22.3,23.4,26.0,27.3,27.8,28.4,30.1,34.2,38.8,38.3,44.9,50.7,57.8,66.8,75.8,87.8,92.9,97.7,106.9,115.3,124.0,130.1,147.3,179.6,192.7,201.3,206.3,221.3,256.4,282.3,323.6,360.1,383.6,373.5,410.2,397.9,424.9,456.0,582.2,602.0,755.1,853.5,840.3,622.1,643.2,779.1,948.7,1009.0,1096.1,1164.9,1187.4,1215.3,1241.7
"47","                    Undistributed profits (without IVA and CCAdj)",3.7,-1.8,-4.0,-4.3,-0.7,-0.1,0.6,1.2,1.5,0.4,2.6,3.8,6.7,6.8,7.3,7.2,5.1,10.9,15.0,17.0,12.6,17.0,14.3,13.3,14.0,13.9,18.9,19.4,18.0,14.5,19.7,17.7,17.1,20.1,21.8,25.1,31.8,35.8,33.2,34.7,32.4,27.2,36.1,46.7,66.3,75.5,70.2,91.9,109.3,134.8,153.6,131.5,118.5,88.1,99.8,109.9,92.7,50.3,88.0,116.8,85.4,89.6,110.2,124.4,129.6,172.6,208.5,203.7,212.0,122.6,165.0,103.0,121.1,203.1,300.4,397.0,683.4,658.7,506.4,282.9,641.3,918.3,758.1,872.6,779.7,759.1,572.1,549.4,615.9,"---"
"48","            Inventory valuation adjustment",0.5,3.3,2.4,1.0,-2.1,-0.6,-0.2,-0.7,0.0,1.0,-0.7,-0.2,-2.5,-1.2,-0.8,-0.3,-0.6,-5.3,-5.9,-2.2,1.9,-5.0,-1.2,1.0,-1.0,-0.3,-1.7,-2.7,-1.5,-0.3,-0.3,-0.2,0.3,0.0,0.1,-0.5,-1.2,-2.1,-1.6,-3.7,-5.9,-6.6,-4.6,-6.6,-19.6,-38.2,-10.5,-14.1,-15.7,-23.7,-40.1,-42.1,-24.6,-7.5,-7.4,-4.0,0.0,7.1,-16.2,-22.2,-16.3,-12.9,4.9,-2.8,-4.0,-12.4,-18.3,3.1,14.1,15.7,-4.0,-16.8,8.0,8.9,-14.5,-40.2,-36.0,-31.9,-43.6,-34.8,2.6,-47.6,-68.0,-11.4,14.4,3.6,52.8,-1.0,-45.5,"---"
"49","        Capital consumption adjustment",-0.6,-0.3,0.0,0.1,0.1,-0.1,-0.1,-0.1,-0.5,-0.6,-0.5,-0.6,-0.6,-0.5,-0.2,0.5,0.6,-2.1,-2.6,-3.0,-2.8,-2.8,-3.0,-2.6,-1.9,-1.0,0.5,-0.3,-0.5,-0.9,-0.2,1.0,1.8,4.8,6.0,6.8,7.4,7.8,7.8,7.5,7.6,6.5,6.0,7.9,6.8,2.4,-5.4,-7.8,-7.0,-8.1,-12.0,-17.1,-4.5,5.0,23.3,43.6,64.8,51.1,51.4,48.3,41.2,26.6,18.3,17.4,22.6,35.5,39.2,47.7,58.7,64.6,73.0,56.8,61.6,114.3,100.6,71.8,-140.5,-166.0,-175.1,-58.6,-83.3,-57.7,59.6,-147.2,-155.2,-147.3,-129.8,-93.7,-37.1,133.4
"Legend / Footnotes:"
"IVA Inventory valuation adjustment"
"CCAdj Capital consumption adjustment"
"1. Includes actual employer contributions and actuarially imputed employer contributions to reflect benefits accrued by defined benefit pension plan participants through service to employers in the current period."
"2. Prior to 1959, subsidies (line 20) and the current surplus of government enterprises (line 25) are not shown separately; subsidies are presented net of the current surplus of government enterprises."
